bill_id,customer_id,restaurant_location,order_date,order_time,day_name,month_name,quarter,service_time_bucket,order_type,payment_method,order_status,refund_reason,total_quantity_ordered,bill_subtotal_amount,tax_amount,total_bill_amount
B225,C562,Milan,22-11-2022,19:23,Tuesday,November,Q4,Lunch,Dine-In,UPI,Refunded,Late delivery,2,406,121,1631
B226,C480,Rome,18-09-2023,19:05,Monday,September,Q3,Dinner,Dine-In,Card,Completed,,1,571,171,813
B227,C912,Milan,29-11-2024,09:44,Friday,November,Q4,Lunch,Dine-In,,Refunded,,4,445,78,1134
B228,C210,Milan,02-07-2022,14:23,Saturday,July,Q3,Lunch,dine-in,,Completed,Late delivery,6,592,37,1436
B229,C337,Rome,18-01-2022,14:46,Tuesday,January,Q1,Breakfast,dine-in,,Refunded,Late delivery,4,744,42,2186
B230,C287,Milan,25-07-2022,18:46,Monday,July,Q3,Lunch,Online,,Completed,,2,867,185,522
B231,C1134,ROME,24-05-2023,18:46,Wednesday,May,Q2,Dinner,Online,Card,Refunded,,2,1360,175,1393
B232,C803,MILAN ,22-01-2023,19:03,Sunday,January,Q1,Breakfast,online,,Completed,,4,1606,172,495
B233,C25,MILAN ,17-12-2024,14:08,Tuesday,December,Q4,Lunch,DINE IN,,Completed,Late delivery,6,653,140,1927
B234,C35,ROME,30-05-2022,10:00,Monday,May,Q2,Lunch,dine-in,Card,Completed,,5,886,180,1809
B235,C851,Rome,23-10-2024,20:25,Wednesday,October,Q4,Breakfast,DINE IN,Cash,Completed,,3,461,150,2236
B236,C319,ROME,21-02-2023,14:25,Tuesday,February,Q1,Dinner,Dine-In,UPI,Refunded,,6,788,34,850
B237,C890,Milan,26-06-2022,16:39,Sunday,June,Q2,Dinner,Dine-In,UPI,Refunded,Late delivery,6,1816,64,594
B238,C282,Florence,26-01-2022,09:10,Wednesday,January,Q1,Lunch,Online,UPI,Completed,,2,1835,88,1851
B239,C61,MILAN ,30-08-2022,21:27,Tuesday,August,Q3,Lunch,DINE IN,Card,Completed,Late delivery,5,1585,39,1366
B240,C1047,MILAN ,21-07-2024,09:31,Sunday,July,Q3,Dinner,dine-in,UPI,Completed,,1,1475,192,1830
B241,C468,Florence,25-08-2022,17:00,Thursday,August,Q3,Breakfast,Dine-In,Cash,Completed,,3,1084,58,716
B242,C1133,Florence,14-03-2022,20:41,Monday,March,Q1,Lunch,dine-in,UPI,Completed,,6,955,89,2041
B243,C1171,MILAN ,09-06-2022,10:32,Thursday,June,Q2,Dinner,Dine-In,Cash,Completed,Late delivery,1,1121,37,2146
B244,C579,MILAN ,10-08-2024,14:05,Saturday,August,Q3,Dinner,online,Card,Completed,,3,1454,97,1864
B245,C951,MILAN ,12-05-2023,18:31,Friday,May,Q2,Breakfast,DINE IN,Cash,Completed,,4,348,79,1459
B246,C20,MILAN ,11-12-2023,09:48,Monday,December,Q4,Dinner,online,UPI,Completed,,5,787,127,1357
B247,C292,Florence,03-05-2022,13:05,Tuesday,May,Q2,Breakfast,dine-in,,Refunded,,4,1831,41,1539
B248,C1036,milan,15-07-2022,19:52,Friday,July,Q3,Lunch,Dine-In,Card,Completed,Late delivery,2,784,94,884
B249,C805,Florence,08-10-2023,22:47,Sunday,October,Q4,Lunch,Online,,Completed,,1,715,54,1947
B250,C319,Milan,12-08-2022,11:28,Friday,August,Q3,Lunch,Online,,Completed,Late delivery,3,1877,73,1275
B251,C949,MILAN ,24-09-2023,22:07,Sunday,September,Q3,Breakfast,dine-in,UPI,Refunded,Late delivery,5,382,75,2061
B252,C304,Milan,03-11-2023,20:15,Friday,November,Q4,Lunch,online,Card,Refunded,,3,1979,64,413
B253,C927,ROME,08-04-2024,20:35,Monday,April,Q2,Breakfast,Dine-In,,Completed,,1,324,35,2050
B254,C268,milan,01-04-2023,22:25,Saturday,April,Q2,Lunch,Dine-In,UPI,Completed,,1,704,185,1258
B255,C189,MILAN ,21-09-2022,10:02,Wednesday,September,Q3,Lunch,Dine-In,Cash,Refunded,,6,1108,147,410
B256,C874,milan,23-02-2024,14:13,Friday,February,Q1,Breakfast,Online,UPI,Completed,,1,1557,178,1613
B257,C605,Rome,19-05-2023,15:56,Friday,May,Q2,Dinner,online,Card,Completed,,4,581,127,758
B258,C511,Florence,12-12-2024,21:34,Thursday,December,Q4,Breakfast,online,UPI,Completed,Late delivery,4,1004,164,1378
B259,C796,MILAN ,21-10-2023,11:01,Saturday,October,Q4,Lunch,DINE IN,Cash,Completed,,1,1956,140,1434
B260,C1197,milan,03-01-2024,11:06,Wednesday,January,Q1,Breakfast,dine-in,UPI,Refunded,Late delivery,1,1864,76,1529
B261,C727,milan,06-03-2024,11:15,Wednesday,March,Q1,Dinner,Online,UPI,Refunded,,6,1734,110,2290
B262,C1154,milan,19-10-2022,22:51,Wednesday,October,Q4,Lunch,DINE IN,UPI,Completed,,1,484,34,826
B263,C41,ROME,25-03-2023,16:00,Saturday,March,Q1,Lunch,DINE IN,Cash,Completed,,6,663,102,471
B264,C303,ROME,14-02-2022,20:58,Monday,February,Q1,Breakfast,Dine-In,UPI,Completed,,6,1656,121,1550
B265,C690,MILAN ,26-07-2022,14:08,Tuesday,July,Q3,Breakfast,online,,Refunded,,2,1748,163,1770
B266,C458,Florence,01-01-2024,18:52,Monday,January,Q1,Breakfast,online,UPI,Refunded,Late delivery,3,560,65,1842
B267,C1174,Rome,04-01-2022,22:49,Tuesday,January,Q1,Dinner,Dine-In,Cash,Refunded,,5,752,183,1508
B268,C1017,milan,02-08-2022,14:47,Tuesday,August,Q3,Breakfast,dine-in,UPI,Completed,,6,481,191,1658
B269,C915,Milan,19-11-2023,13:13,Sunday,November,Q4,Breakfast,Dine-In,UPI,Completed,,6,302,32,1140
B270,C860,milan,16-06-2024,15:31,Sunday,June,Q2,Lunch,Online,,Completed,,5,1633,195,811
B271,C925,Milan,30-11-2022,21:54,Wednesday,November,Q4,Breakfast,Online,Card,Completed,,1,451,107,698
B272,C330,Florence,08-02-2024,10:35,Thursday,February,Q1,Breakfast,Online,,Refunded,,4,1638,62,1593
B273,C322,Milan,08-06-2024,10:21,Saturday,June,Q2,Breakfast,dine-in,,Refunded,Late delivery,6,1794,158,893
B274,C610,milan,31-07-2023,10:03,Monday,July,Q3,Lunch,DINE IN,,Completed,,3,307,129,529
B275,C984,milan,27-08-2023,10:01,Sunday,August,Q3,Breakfast,dine-in,UPI,Completed,,1,931,121,1314
B276,C543,Milan,28-09-2024,19:34,Saturday,September,Q3,Lunch,dine-in,UPI,Completed,,2,1212,31,889
B277,C953,MILAN ,19-06-2024,12:53,Wednesday,June,Q2,Lunch,DINE IN,Card,Completed,Late delivery,6,498,41,1718
B278,C1109,Rome,06-12-2023,21:37,Wednesday,December,Q4,Breakfast,DINE IN,Card,Completed,Late delivery,4,1396,195,2125
B279,C1173,milan,30-08-2024,16:19,Friday,August,Q3,Breakfast,online,Card,Refunded,Late delivery,5,1939,166,1737
B280,C247,Rome,29-10-2022,11:10,Saturday,October,Q4,Breakfast,dine-in,Cash,Completed,,1,1699,131,763
B281,C529,MILAN ,30-10-2022,20:58,Sunday,October,Q4,Breakfast,Dine-In,,Refunded,,5,967,90,1414
B282,C26,Florence,27-07-2024,18:37,Saturday,July,Q3,Dinner,online,Card,Completed,,2,1460,170,1543
B283,C217,ROME,25-07-2022,21:06,Monday,July,Q3,Lunch,DINE IN,UPI,Completed,,4,1641,144,1521
B284,C77,milan,26-08-2024,13:25,Monday,August,Q3,Breakfast,DINE IN,,Completed,,3,1714,80,450
B285,C551,MILAN ,31-08-2024,09:21,Saturday,August,Q3,Lunch,Online,UPI,Completed,Late delivery,6,501,78,625
B286,C908,MILAN ,08-09-2023,13:46,Friday,September,Q3,Lunch,DINE IN,Card,Completed,,2,1987,124,1867
B287,C1058,MILAN ,19-09-2024,22:03,Thursday,September,Q3,Dinner,dine-in,Card,Completed,Late delivery,5,1126,54,1948
B288,C1165,Milan,09-12-2024,11:12,Monday,December,Q4,Breakfast,Dine-In,Cash,Completed,,1,1038,200,757
B289,C755,Rome,16-07-2023,17:25,Sunday,July,Q3,Dinner,Dine-In,Card,Completed,,4,1516,134,713
B290,C1130,MILAN ,29-08-2024,14:10,Thursday,August,Q3,Lunch,Dine-In,UPI,Completed,,1,633,166,1947
B291,C454,Florence,15-03-2023,12:43,Wednesday,March,Q1,Breakfast,Online,,Refunded,,6,318,141,2216
B292,C355,ROME,28-09-2022,21:00,Wednesday,September,Q3,Breakfast,Online,UPI,Refunded,Late delivery,6,863,128,2183
B293,C715,Rome,11-02-2024,13:13,Sunday,February,Q1,Lunch,Online,,Refunded,,1,1347,189,2077
B294,C1150,Florence,06-02-2024,18:38,Tuesday,February,Q1,Lunch,Online,Card,Completed,,3,866,183,1015
B295,C535,Florence,22-07-2023,20:57,Saturday,July,Q3,Dinner,Online,Cash,Completed,Late delivery,2,416,173,1177
B296,C287,Florence,17-10-2023,09:41,Tuesday,October,Q4,Lunch,Online,UPI,Completed,,4,1808,29,1544
B297,C703,Florence,24-01-2023,20:14,Tuesday,January,Q1,Dinner,DINE IN,,Refunded,,5,914,63,2071
B298,C602,Milan,06-01-2023,16:08,Friday,January,Q1,Dinner,Online,Cash,Refunded,,6,482,76,1077
B299,C629,Rome,03-04-2023,21:56,Monday,April,Q2,Lunch,Online,UPI,Refunded,,4,541,140,459
B300,C968,milan,26-05-2022,17:07,Thursday,May,Q2,Dinner,online,UPI,Completed,,2,581,71,1051
B301,C1167,Rome,18-04-2024,11:20,Thursday,April,Q2,Dinner,dine-in,Card,Completed,,6,662,100,1649
B302,C10,Rome,29-04-2022,13:13,Friday,April,Q2,Breakfast,DINE IN,Cash,Completed,,2,1558,131,1647
B303,C827,Rome,29-05-2024,16:24,Wednesday,May,Q2,Breakfast,Dine-In,Cash,Refunded,,1,959,155,740
B304,C9,Florence,06-02-2022,20:15,Sunday,February,Q1,Breakfast,Online,UPI,Completed,,4,1330,170,976
B305,C134,Milan,09-12-2022,13:18,Friday,December,Q4,Lunch,DINE IN,UPI,Completed,Late delivery,2,1001,145,1085
B306,C338,Rome,21-01-2023,09:14,Saturday,January,Q1,Breakfast,dine-in,Cash,Refunded,,5,1333,63,602
B307,C77,Rome,21-01-2024,19:16,Sunday,January,Q1,Dinner,DINE IN,Card,Refunded,,6,521,187,2062
B308,C99,Florence,10-02-2022,10:26,Thursday,February,Q1,Lunch,online,Card,Refunded,,4,1737,59,770
B309,C617,Rome,20-01-2022,19:06,Thursday,January,Q1,Dinner,DINE IN,UPI,Refunded,Late delivery,6,580,127,2051
B310,C1048,Florence,03-08-2022,18:07,Wednesday,August,Q3,Lunch,Dine-In,Card,Completed,,5,709,87,2052
B311,C414,MILAN ,07-12-2024,20:26,Saturday,December,Q4,Lunch,dine-in,Card,Refunded,,2,1709,143,1027
B312,C6,Milan,26-04-2023,19:05,Wednesday,April,Q2,Breakfast,DINE IN,,Completed,,5,453,45,2202
B313,C474,Rome,09-06-2023,13:16,Friday,June,Q2,Lunch,Dine-In,Card,Completed,,3,1037,193,990
B314,C238,Milan,22-05-2024,22:48,Wednesday,May,Q2,Breakfast,Dine-In,Cash,Refunded,Late delivery,2,973,111,2181
B315,C550,Florence,15-06-2024,10:23,Saturday,June,Q2,Lunch,dine-in,Card,Completed,,4,856,118,1762
B316,C864,Florence,06-09-2024,21:10,Friday,September,Q3,Breakfast,dine-in,Card,Completed,,4,1509,143,1993
B317,C372,ROME,16-06-2024,15:49,Sunday,June,Q2,Lunch,DINE IN,Card,Refunded,Late delivery,2,1289,144,581
B318,C903,Milan,22-04-2024,10:16,Monday,April,Q2,Dinner,Online,Card,Refunded,Late delivery,5,1871,167,1832
B319,C693,ROME,04-04-2023,17:44,Tuesday,April,Q2,Dinner,DINE IN,Card,Completed,Late delivery,6,809,143,1058
B320,C305,ROME,28-02-2024,18:03,Wednesday,February,Q1,Breakfast,dine-in,,Completed,,1,1838,145,1006
B321,C678,MILAN ,09-05-2023,09:32,Tuesday,May,Q2,Breakfast,DINE IN,,Completed,,1,1240,133,1990
B322,C181,Rome,06-07-2024,16:20,Saturday,July,Q3,Breakfast,online,Card,Completed,,4,373,162,1474
B323,C187,ROME,01-01-2022,18:40,Saturday,January,Q1,Lunch,DINE IN,Cash,Refunded,Late delivery,4,998,113,2040
B324,C457,Rome,22-04-2022,14:35,Friday,April,Q2,Dinner,DINE IN,,Refunded,Late delivery,3,1766,135,583
B325,C455,Milan,19-07-2022,14:22,Tuesday,July,Q3,Dinner,Online,UPI,Refunded,,1,636,146,637
B326,C220,MILAN ,18-04-2024,18:12,Thursday,April,Q2,Breakfast,Dine-In,,Completed,,2,1767,106,570
B327,C96,Florence,28-04-2024,22:43,Sunday,April,Q2,Dinner,Dine-In,,Completed,Late delivery,5,1332,54,1371
B328,C1087,Florence,09-01-2022,09:35,Sunday,January,Q1,Lunch,DINE IN,,Refunded,,6,1484,64,1846
B329,C213,Rome,20-09-2022,19:38,Tuesday,September,Q3,Dinner,Online,,Completed,Late delivery,6,1861,83,910
B330,C703,MILAN ,25-03-2024,16:51,Monday,March,Q1,Breakfast,dine-in,,Refunded,Late delivery,6,1349,96,2076
B331,C1134,Florence,05-10-2023,12:12,Thursday,October,Q4,Breakfast,DINE IN,UPI,Refunded,,6,571,186,714
B332,C1112,Florence,28-10-2024,19:20,Monday,October,Q4,Dinner,Dine-In,UPI,Refunded,,5,1468,190,1804
B333,C1094,MILAN ,04-05-2024,22:27,Saturday,May,Q2,Breakfast,DINE IN,Card,Completed,,2,408,191,465
B334,C547,milan,14-02-2023,13:43,Tuesday,February,Q1,Lunch,dine-in,Card,Refunded,,2,1843,158,416
B335,C927,Milan,05-01-2024,18:55,Friday,January,Q1,Dinner,DINE IN,Cash,Refunded,Late delivery,5,1096,80,1396
B336,C97,Rome,13-08-2023,15:26,Sunday,August,Q3,Dinner,Online,Card,Completed,Late delivery,3,715,178,2129
B337,C462,Florence,26-06-2024,20:45,Wednesday,June,Q2,Dinner,Online,Cash,Refunded,,3,1219,65,1748
B338,C383,milan,02-06-2022,20:32,Thursday,June,Q2,Breakfast,online,Card,Completed,,5,841,53,679
B339,C12,MILAN ,07-06-2023,16:45,Wednesday,June,Q2,Breakfast,Dine-In,Cash,Completed,Late delivery,1,1884,180,1610
B340,C1005,ROME,09-09-2023,17:22,Saturday,September,Q3,Breakfast,Online,Cash,Completed,Late delivery,1,1910,149,676
B341,C1113,ROME,01-05-2024,15:05,Wednesday,May,Q2,Lunch,dine-in,Cash,Refunded,,3,1038,95,797
B342,C973,ROME,22-12-2024,22:48,Sunday,December,Q4,Dinner,Dine-In,Card,Refunded,,4,792,184,1606
B343,C82,Florence,15-05-2023,14:24,Monday,May,Q2,Breakfast,online,UPI,Refunded,Late delivery,3,350,152,2033
B344,C1054,ROME,07-02-2024,16:31,Wednesday,February,Q1,Breakfast,Online,Cash,Completed,Late delivery,1,496,62,1933
B345,C16,Florence,28-12-2024,10:13,Saturday,December,Q4,Dinner,dine-in,,Completed,,5,1997,199,2149
B346,C148,Florence,10-06-2024,19:09,Monday,June,Q2,Breakfast,online,UPI,Completed,,1,411,65,1976
B347,C1143,Milan,31-05-2023,18:52,Wednesday,May,Q2,Breakfast,Online,,Completed,,6,1128,130,997
B348,C798,Florence,04-02-2022,10:34,Friday,February,Q1,Breakfast,DINE IN,Card,Refunded,Late delivery,1,1735,38,1082
B349,C218,MILAN ,26-10-2024,21:43,Saturday,October,Q4,Lunch,DINE IN,Card,Completed,,4,1109,189,413
B350,C321,ROME,28-08-2024,12:08,Wednesday,August,Q3,Dinner,online,UPI,Refunded,,3,1687,185,1114
B351,C1134,ROME,23-01-2022,11:07,Sunday,January,Q1,Breakfast,Dine-In,,Refunded,Late delivery,1,924,73,1882
B352,C434,Rome,06-12-2023,19:54,Wednesday,December,Q4,Dinner,dine-in,Cash,Completed,,5,817,69,584
B353,C1162,Milan,07-01-2023,22:48,Saturday,January,Q1,Dinner,online,Card,Completed,Late delivery,1,813,45,754
B354,C678,MILAN ,24-09-2024,11:42,Tuesday,September,Q3,Dinner,dine-in,Card,Completed,Late delivery,1,696,101,1345
B355,C673,ROME,11-07-2024,19:19,Thursday,July,Q3,Dinner,DINE IN,Cash,Refunded,Late delivery,3,1954,100,1227
B356,C10,MILAN ,12-12-2022,12:50,Monday,December,Q4,Breakfast,online,UPI,Completed,,6,1801,104,2147
B357,C948,Rome,09-09-2024,14:49,Monday,September,Q3,Lunch,online,Card,Completed,Late delivery,5,467,91,2108
B358,C1104,milan,14-10-2022,13:46,Friday,October,Q4,Dinner,Dine-In,Card,Completed,Late delivery,6,363,168,1535
B359,C436,Milan,09-04-2024,17:16,Tuesday,April,Q2,Dinner,DINE IN,,Refunded,,3,1103,77,2175
B360,C275,Rome,19-08-2023,17:32,Saturday,August,Q3,Breakfast,online,UPI,Refunded,,6,789,177,1751
B361,C1053,milan,06-12-2022,16:10,Tuesday,December,Q4,Breakfast,DINE IN,Cash,Refunded,Late delivery,4,1034,30,798
B362,C475,Milan,25-09-2024,13:23,Wednesday,September,Q3,Breakfast,Dine-In,Cash,Refunded,,4,1261,136,2155
B363,C82,Florence,06-04-2022,14:06,Wednesday,April,Q2,Dinner,DINE IN,UPI,Refunded,,5,1414,165,706
B364,C776,MILAN ,11-02-2024,18:41,Sunday,February,Q1,Breakfast,DINE IN,UPI,Completed,,5,1131,110,2023
B365,C998,Rome,08-12-2023,18:00,Friday,December,Q4,Dinner,dine-in,,Completed,,1,1353,184,925
B366,C308,milan,10-03-2023,11:23,Friday,March,Q1,Dinner,Dine-In,Cash,Completed,,6,532,143,1732
B367,C982,milan,07-09-2024,18:10,Saturday,September,Q3,Dinner,online,Card,Completed,,2,1474,171,679
B368,C1050,Milan,03-10-2022,18:09,Monday,October,Q4,Breakfast,dine-in,UPI,Completed,Late delivery,4,1527,164,1655
B369,C581,Milan,08-02-2022,12:28,Tuesday,February,Q1,Dinner,online,,Completed,,4,1530,56,1977
B370,C1047,MILAN ,08-01-2023,11:46,Sunday,January,Q1,Dinner,Online,,Refunded,Late delivery,1,770,116,1139
B371,C223,Milan,28-09-2022,12:33,Wednesday,September,Q3,Dinner,online,Cash,Refunded,,2,1274,177,1578
B372,C1089,ROME,21-03-2022,21:07,Monday,March,Q1,Breakfast,online,Cash,Refunded,Late delivery,1,1886,193,1679
B373,C1070,Rome,02-06-2024,14:55,Sunday,June,Q2,Breakfast,DINE IN,,Completed,,4,1017,170,1997
B374,C872,milan,20-07-2022,13:30,Wednesday,July,Q3,Breakfast,Dine-In,UPI,Refunded,Late delivery,4,827,68,361
B375,C1184,ROME,15-01-2022,10:33,Saturday,January,Q1,Breakfast,online,Cash,Refunded,,4,1041,47,666
B376,C1199,MILAN ,22-05-2024,13:54,Wednesday,May,Q2,Dinner,online,UPI,Refunded,,6,1113,72,1196
B377,C367,MILAN ,15-09-2024,17:35,Sunday,September,Q3,Lunch,Online,UPI,Refunded,,6,1115,55,2101
B378,C471,Rome,01-09-2022,21:44,Thursday,September,Q3,Breakfast,Dine-In,Cash,Refunded,,3,1940,160,1607
B379,C330,Rome,17-04-2022,19:00,Sunday,April,Q2,Breakfast,dine-in,,Refunded,,1,431,87,804
B380,C164,ROME,30-01-2024,09:46,Tuesday,January,Q1,Lunch,online,UPI,Refunded,Late delivery,1,1884,64,1661
B381,C900,Milan,09-10-2024,12:54,Wednesday,October,Q4,Dinner,DINE IN,UPI,Completed,,5,1345,152,1780
B382,C348,Florence,20-04-2023,09:23,Thursday,April,Q2,Breakfast,Dine-In,Cash,Completed,,4,1023,191,1159
B383,C411,ROME,10-04-2024,09:47,Wednesday,April,Q2,Dinner,Dine-In,Card,Refunded,,6,1999,163,2223
B384,C712,MILAN ,14-12-2023,12:38,Thursday,December,Q4,Breakfast,online,,Refunded,,3,658,124,1386
B385,C1145,Milan,07-08-2022,17:18,Sunday,August,Q3,Lunch,Dine-In,UPI,Refunded,Late delivery,3,1721,133,1122
B386,C499,MILAN ,17-09-2024,21:29,Tuesday,September,Q3,Dinner,online,Card,Completed,,3,438,117,1647
B387,C471,MILAN ,28-03-2023,15:22,Tuesday,March,Q1,Dinner,DINE IN,Card,Refunded,,2,888,43,1167
B388,C156,ROME,02-12-2023,11:30,Saturday,December,Q4,Lunch,Online,Cash,Refunded,,2,1828,194,2255
B389,C1022,Florence,25-01-2023,12:15,Wednesday,January,Q1,Dinner,dine-in,UPI,Completed,,2,811,178,1079
B390,C219,Milan,16-11-2022,10:43,Wednesday,November,Q4,Dinner,online,Card,Refunded,,4,1060,178,995
B391,C1177,MILAN ,05-10-2024,16:11,Saturday,October,Q4,Dinner,Online,,Completed,Late delivery,2,410,154,1986
B392,C980,ROME,16-05-2024,09:32,Thursday,May,Q2,Lunch,online,Cash,Completed,,6,1361,137,996
B393,C25,Florence,18-01-2022,12:24,Tuesday,January,Q1,Dinner,Dine-In,UPI,Completed,Late delivery,3,683,160,888
B394,C552,Rome,01-05-2023,18:21,Monday,May,Q2,Lunch,dine-in,,Completed,,4,1735,115,1097
B395,C573,Rome,31-03-2024,11:36,Sunday,March,Q1,Breakfast,DINE IN,Cash,Completed,Late delivery,3,1946,80,1487
B396,C781,milan,04-06-2024,11:51,Tuesday,June,Q2,Dinner,dine-in,,Completed,,4,1323,54,2179
B397,C1094,Florence,24-11-2024,14:50,Sunday,November,Q4,Lunch,Online,UPI,Refunded,Late delivery,1,1115,45,1764
B398,C123,milan,01-12-2022,22:16,Thursday,December,Q4,Lunch,Dine-In,,Refunded,,3,1039,112,1497
B399,C705,Milan,12-06-2023,15:07,Monday,June,Q2,Lunch,DINE IN,Cash,Refunded,Late delivery,6,1629,157,707
B400,C728,MILAN ,06-08-2023,19:32,Sunday,August,Q3,Lunch,online,Card,Completed,Late delivery,3,1249,181,646
B401,C691,Rome,10-12-2022,19:39,Saturday,December,Q4,Dinner,online,Card,Completed,,3,767,100,998
B402,C548,ROME,20-08-2023,19:25,Sunday,August,Q3,Lunch,online,UPI,Refunded,Late delivery,5,1222,125,692
B403,C48,milan,12-01-2023,20:15,Thursday,January,Q1,Dinner,Online,Card,Completed,,4,510,44,480
B404,C1124,Milan,27-08-2024,09:49,Tuesday,August,Q3,Lunch,DINE IN,Card,Completed,,5,618,41,1691
B405,C634,milan,09-03-2024,12:47,Saturday,March,Q1,Lunch,online,Cash,Completed,Late delivery,2,358,28,1708
B406,C667,Rome,01-01-2024,16:55,Monday,January,Q1,Dinner,Online,,Completed,Late delivery,5,662,171,1573
B407,C1156,Rome,24-07-2024,17:40,Wednesday,July,Q3,Dinner,DINE IN,UPI,Completed,,5,765,42,1254
B408,C750,Rome,23-09-2023,13:09,Saturday,September,Q3,Lunch,Dine-In,Card,Refunded,,3,887,140,1445
B409,C1008,Rome,18-01-2022,13:00,Tuesday,January,Q1,Lunch,Online,Cash,Completed,Late delivery,3,686,125,2156
B410,C809,milan,14-06-2024,11:45,Friday,June,Q2,Dinner,online,,Completed,,1,1164,180,840
B411,C557,MILAN ,24-11-2024,19:47,Sunday,November,Q4,Dinner,Online,,Completed,,2,579,94,576
B412,C928,MILAN ,21-07-2024,20:39,Sunday,July,Q3,Lunch,dine-in,UPI,Completed,,1,1395,25,730
B413,C578,MILAN ,29-07-2022,11:45,Friday,July,Q3,Lunch,Dine-In,Cash,Completed,,1,1310,75,1050
B414,C639,Rome,10-05-2024,14:29,Friday,May,Q2,Dinner,Dine-In,UPI,Completed,,1,845,120,496
B415,C372,milan,20-08-2024,22:16,Tuesday,August,Q3,Lunch,Dine-In,Card,Refunded,,4,1879,133,856
B416,C408,Rome,10-03-2022,20:49,Thursday,March,Q1,Breakfast,DINE IN,Cash,Completed,,6,939,102,674
B417,C1126,ROME,28-03-2022,10:16,Monday,March,Q1,Lunch,Online,Cash,Completed,,6,746,48,833
B418,C665,Milan,08-06-2024,11:50,Saturday,June,Q2,Lunch,DINE IN,Card,Completed,,1,386,168,1954
B419,C318,MILAN ,31-08-2024,21:05,Saturday,August,Q3,Breakfast,dine-in,,Completed,Late delivery,5,993,180,472
B420,C729,Florence,03-05-2022,11:44,Tuesday,May,Q2,Dinner,Dine-In,Cash,Completed,,3,1443,185,1899
B421,C899,Florence,13-12-2023,12:01,Wednesday,December,Q4,Dinner,online,UPI,Refunded,,3,380,144,1797
B422,C1145,MILAN ,15-06-2024,17:44,Saturday,June,Q2,Lunch,dine-in,Cash,Refunded,,3,1799,139,913
B423,C142,ROME,25-11-2022,11:28,Friday,November,Q4,Lunch,Online,UPI,Completed,,6,1336,117,1852
B424,C39,ROME,15-01-2023,22:23,Sunday,January,Q1,Dinner,dine-in,UPI,Refunded,,6,1403,119,738
B425,C1019,ROME,09-12-2024,11:39,Monday,December,Q4,Lunch,Online,,Refunded,,1,497,153,1699
B426,C90,milan,17-05-2022,11:55,Tuesday,May,Q2,Breakfast,dine-in,Card,Completed,,1,365,166,1664
B427,C1004,ROME,06-03-2024,18:44,Wednesday,March,Q1,Dinner,Online,Card,Completed,,5,1770,38,376
B428,C1007,Milan,04-03-2023,16:51,Saturday,March,Q1,Dinner,Dine-In,UPI,Refunded,Late delivery,4,1983,114,1976
B429,C545,ROME,30-04-2022,09:46,Saturday,April,Q2,Breakfast,Online,Card,Completed,Late delivery,1,507,79,1438
B430,C389,milan,29-02-2024,17:42,Thursday,February,Q1,Breakfast,DINE IN,Cash,Refunded,Late delivery,5,1150,47,1919
B431,C940,Florence,04-01-2024,19:27,Thursday,January,Q1,Breakfast,dine-in,Cash,Refunded,,5,991,188,673
B432,C908,MILAN ,29-12-2024,14:35,Sunday,December,Q4,Lunch,Online,,Refunded,,6,962,175,842
B433,C769,ROME,15-03-2023,20:16,Wednesday,March,Q1,Lunch,online,,Completed,,6,370,92,1570
B434,C1061,milan,03-02-2022,13:00,Thursday,February,Q1,Lunch,dine-in,Cash,Completed,,6,1984,90,2232
B435,C1140,ROME,13-11-2024,18:09,Wednesday,November,Q4,Breakfast,Dine-In,,Completed,,2,842,113,2171
B436,C478,MILAN ,27-05-2023,21:19,Saturday,May,Q2,Breakfast,DINE IN,,Refunded,,6,458,103,1973
B437,C355,Rome,15-09-2024,22:57,Sunday,September,Q3,Dinner,DINE IN,Card,Refunded,Late delivery,3,376,167,1131
B438,C115,MILAN ,10-06-2022,14:56,Friday,June,Q2,Lunch,online,Card,Completed,Late delivery,6,1533,22,1648
B439,C111,MILAN ,23-02-2024,17:02,Friday,February,Q1,Lunch,DINE IN,Cash,Completed,Late delivery,6,752,59,453
B440,C913,ROME,15-03-2024,18:32,Friday,March,Q1,Breakfast,dine-in,,Completed,,2,570,106,519
B441,C1171,Florence,01-09-2024,09:35,Sunday,September,Q3,Lunch,Online,Card,Completed,Late delivery,4,1884,198,617
B442,C985,ROME,04-10-2022,12:31,Tuesday,October,Q4,Lunch,DINE IN,Cash,Refunded,Late delivery,6,1373,83,846
